timestep,reward
136,0.20679999999999968
8940,0.25059999999999966
15536,0.22149999999999967
21981,0.2339999999999996
28217,0.2332999999999997
33875,0.2364999999999997
39304,0.23779999999999962
44751,0.22189999999999965
49610,0.2068999999999997
54630,0.23389999999999966
59479,0.2205999999999997
64360,0.21419999999999956
69733,0.19099999999999967
75084,0.23229999999999962
80384,0.19389999999999968
85548,0.23759999999999967
90492,0.1892999999999997
95622,0.20009999999999967
100672,0.22609999999999966
105629,0.23789999999999964
111036,0.21909999999999966
115913,0.22779999999999961
121595,0.23489999999999964
126662,0.20799999999999963
131900,0.2438999999999996
137011,0.21809999999999963
141839,0.21959999999999963
147052,0.23109999999999956
152220,0.22019999999999962
157669,0.23239999999999966
163445,0.22409999999999963
168852,0.24799999999999955
173962,0.18019999999999972
179209,0.22499999999999962
184549,0.19079999999999964
189908,0.22589999999999968
195423,0.2078999999999996
201024,0.19649999999999967
206627,0.20289999999999964
211527,0.24079999999999965
217033,0.24259999999999965
222292,0.23399999999999962
227537,0.21379999999999963
232928,0.22059999999999957
238416,0.2387999999999997
243713,0.20589999999999972
249049,0.22489999999999966
254326,0.20979999999999963
259295,0.23169999999999963
264873,0.2384999999999996
