timestep,reward
136,0.18599999999999972
9347,0.18779999999999977
16678,0.21759999999999977
23545,0.21819999999999964
29980,0.2530999999999997
36416,0.21839999999999965
42520,0.25299999999999967
48441,0.23549999999999968
55029,0.23269999999999968
61014,0.23179999999999965
66871,0.25579999999999964
72815,0.21879999999999963
78461,0.19249999999999975
84839,0.24239999999999973
90893,0.2381999999999997
96831,0.2568999999999995
103099,0.24169999999999964
109134,0.2513999999999996
115115,0.1993999999999997
121178,0.22989999999999966
126991,0.21229999999999966
133118,0.19009999999999969
139513,0.27379999999999965
145506,0.2371999999999996
151536,0.2251999999999997
157751,0.18739999999999973
163849,0.20139999999999975
170039,0.25049999999999967
176323,0.23669999999999974
182783,0.23059999999999967
189031,0.22789999999999952
195212,0.22749999999999976
201133,0.22289999999999963
207589,0.20319999999999971
213640,0.19889999999999972
220069,0.24779999999999963
226429,0.2602999999999997
232654,0.2081999999999998
239035,0.21629999999999966
245049,0.21209999999999973
251487,0.20989999999999964
257430,0.17849999999999977
263908,0.31689999999999957
269787,0.27089999999999964
276145,0.23339999999999972
282340,0.20859999999999976
288192,0.2368999999999996
294554,0.31789999999999957
300538,0.27979999999999966
306567,0.19669999999999974
