timestep,reward
136,0.2266999999999996
8556,0.23639999999999955
15057,0.23619999999999955
20965,0.24319999999999953
26680,0.20589999999999964
32018,0.20859999999999967
37270,0.1857999999999997
42203,0.22249999999999953
47156,0.2060999999999997
52134,0.2325999999999996
56902,0.2088999999999996
61785,0.2228999999999996
66966,0.25239999999999957
72278,0.24159999999999962
77280,0.19679999999999964
82385,0.2357999999999996
87024,0.20489999999999967
91912,0.2721999999999996
96795,0.23089999999999963
101484,0.2154999999999997
106567,0.22699999999999967
111295,0.24589999999999962
116546,0.22199999999999964
121870,0.20609999999999964
126674,0.2038999999999996
131572,0.21529999999999963
136749,0.23779999999999965
141896,0.24669999999999967
147108,0.22139999999999965
152170,0.23699999999999963
157358,0.21729999999999966
161876,0.21679999999999958
167045,0.20379999999999973
171944,0.2612999999999996
177135,0.19259999999999974
182323,0.2154999999999996
188077,0.1944999999999997
193084,0.22519999999999968
198133,0.21599999999999966
202675,0.17949999999999963
207766,0.21969999999999967
212671,0.2140999999999997
217647,0.23149999999999962
222699,0.20369999999999966
227495,0.21419999999999953
232604,0.18129999999999968
237337,0.2215999999999996
242646,0.2136999999999996
247369,0.25219999999999954
252230,0.2169999999999996
